0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:27:01 +0530] "GET / HTTP/1.1" 200 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "-"
127.0.0.1 - - [06/Dec/2017:16:04:47 +0530] "POST / HTTP/1.1" 200 - "-" "curl/7.55.1" "AWArCdF9N+5jK5UPAAH/"
127.0.0.1 - - [06/Dec/2017:16:05:57 +0530] "POST / HTTP/1.1" 200 - "-" "curl/7.55.1" "AWArCdF9N+5jK5UPAAIA"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:06:18 +0530] "POST /api/projects/create HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIB"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:06:27 +0530] "GET /api/projects/create HTTP/1.1" 405 51 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIC"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:06:34 +0530] "POST /api/projects/create HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAID"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:07:50 +0530] "GET /api/users/identity_providers HTTP/1.1" 200 24 "http://localhost:9000/admin/users" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIE"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:07:50 +0530] "GET /api/users/search HTTP/1.1" 200 261 "http://localhost:9000/admin/users" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIF"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:07:53 +0530] "GET /api/user_tokens/search?login=admin HTTP/1.1" 200 197 "http://localhost:9000/admin/users" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIG"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:08:00 +0530] "POST /api/user_tokens/generate HTTP/1.1" 200 81 "http://localhost:9000/admin/users" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIH"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:08:00 +0530] "GET /api/user_tokens/search?login=admin HTTP/1.1" 200 251 "http://localhost:9000/admin/users" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAII"
127.0.0.1 - - [06/Dec/2017:16:08:38 +0530] "POST / HTTP/1.1" 200 - "-" "curl/7.55.1" "AWArCdF9N+5jK5UPAAIJ"
127.0.0.1 - - [06/Dec/2017:16:08:59 +0530] "POST / HTTP/1.1" 200 - "-" "curl/7.55.1" "AWArCdF9N+5jK5UPAAIK"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:09:10 +0530] "GET /api/users/search HTTP/1.1" 200 261 "http://localhost:9000/admin/users" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIL"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:09:12 +0530] "GET /api/projects/search?organization=default-organization&ps=50&qualifiers=TRK HTTP/1.1" 200 653 "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIM"
127.0.0.1 - - [06/Dec/2017:16:12:56 +0530] "POST / HTTP/1.1" 200 - "-" "curl/7.55.1" "AWArCdF9N+5jK5UPAAIN"
127.0.0.1 - - [06/Dec/2017:16:13:00 +0530] "POST / HTTP/1.1" 200 - "-" "curl/7.55.1" "AWArCdF9N+5jK5UPAAIO"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:06 +0530] "GET /admin/projects_management HTTP/1.1" 200 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIP"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:08 +0530] "GET /api/l10n/index?locale=en-GB&ts=2017-12-06T08%3A55%3A58%2B0000 HTTP/1.1" 304 - "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIQ"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:08 +0530] "GET /api/system/status HTTP/1.1" 200 67 "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIR"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:08 +0530] "GET /api/users/current HTTP/1.1" 200 309 "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIS"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:08 +0530] "GET /api/languages/list HTTP/1.1" 200 247 "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIU"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:08 +0530] "GET /api/navigation/global HTTP/1.1" 200 574 "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIT"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:08 +0530] "GET /api/navigation/settings HTTP/1.1" 200 41 "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIV"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:08 +0530] "GET /api/editions/status HTTP/1.1" 200 72 "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIW"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:08 +0530] "GET /api/navigation/organization?organization=default-organization HTTP/1.1" 200 196 "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIY"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:09 +0530] "GET /api/organizations/search?organizations=default-organization HTTP/1.1" 200 144 "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIX"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:09 +0530] "GET /api/projects/search?organization=default-organization&ps=50&qualifiers=TRK HTTP/1.1" 200 653 "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIZ"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:26 +0530] "POST /api/projects/bulk_delete HTTP/1.1" 204 - "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIa"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:26 +0530] "GET /api/projects/search?organization=default-organization&ps=50&qualifiers=TRK HTTP/1.1" 200 66 "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIb"
127.0.0.1 - - [06/Dec/2017:16:13:46 +0530] "POST /create/project HTTP/1.1" 200 - "-" "curl/7.55.1" "AWArCdF9N+5jK5UPAAIc"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:51 +0530] "GET /admin/projects_management HTTP/1.1" 200 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAId"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:51 +0530] "GET /api/l10n/index?locale=en-GB&ts=2017-12-06T08%3A55%3A58%2B0000 HTTP/1.1" 304 - "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIe"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:51 +0530] "GET /api/system/status HTTP/1.1" 200 67 "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIf"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:51 +0530] "GET /api/users/current HTTP/1.1" 200 309 "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIg"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:51 +0530] "GET /api/navigation/global HTTP/1.1" 200 574 "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIh"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:51 +0530] "GET /api/languages/list HTTP/1.1" 200 247 "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIi"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:52 +0530] "GET /api/navigation/settings HTTP/1.1" 200 41 "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIj"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:52 +0530] "GET /api/editions/status HTTP/1.1" 200 72 "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIk"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:52 +0530] "GET /api/organizations/search?organizations=default-organization HTTP/1.1" 200 144 "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIl"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:52 +0530] "GET /api/navigation/organization?organization=default-organization HTTP/1.1" 200 196 "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIm"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:13:52 +0530] "GET /api/projects/search?organization=default-organization&ps=50&qualifiers=TRK HTTP/1.1" 200 66 "http://localhost:9000/admin/projects_management" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIn"
127.0.0.1 - - [06/Dec/2017:16:14:07 +0530] "POST /projects/create HTTP/1.1" 200 - "-" "curl/7.55.1" "AWArCdF9N+5jK5UPAAIo"
127.0.0.1 - - [06/Dec/2017:16:14:23 +0530] "POST /api/projects/create HTTP/1.1" 200 80 "-" "curl/7.55.1" "AWArCdF9N+5jK5UPAAIp"
127.0.0.1 - - [06/Dec/2017:16:14:41 +0530] "POST /api/projects/create HTTP/1.1" 400 73 "-" "curl/7.55.1" "AWArCdF9N+5jK5UPAAIq"
127.0.0.1 - - [06/Dec/2017:16:15:00 +0530] "POST /api/projects/create HTTP/1.1" 200 80 "-" "curl/7.55.1" "AWArCdF9N+5jK5UPAAIr"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:16:07 +0530] "POST /api/projects/create HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIs"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:16:36 +0530] "POST /api/projects/create HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIt"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:16:46 +0530] "POST /api/projects/create HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIu"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:16:46 +0530] "POST /api/projects/create HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIv"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:16:50 +0530] "POST /api/projects/create HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIw"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:16:51 +0530] "POST /api/projects/create HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIx"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:16:52 +0530] "POST /api/projects/create HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIy"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:16:52 +0530] "POST /api/projects/create HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAIz"
127.0.0.1 - - [06/Dec/2017:16:21:33 +0530] "POST /api/projects/create?name=pat6&project=pat6 HTTP/1.1" 200 80 "-" "axios/0.17.1" "AWArCdF9N+5jK5UPAAI0"
127.0.0.1 - - [06/Dec/2017:16:29:30 +0530] "POST /api/authentication/validate HTTP/1.1" 200 15 "-" "axios/0.17.1" "AWArCdF9N+5jK5UPAAI1"
127.0.0.1 - - [06/Dec/2017:16:29:36 +0530] "POST /api/authentication/validate HTTP/1.1" 200 14 "-" "axios/0.17.1" "AWArCdF9N+5jK5UPAAI2"
127.0.0.1 - - [06/Dec/2017:16:29:46 +0530] "GET /api/authentication/validate HTTP/1.1" 200 14 "-" "axios/0.17.1" "AWArCdF9N+5jK5UPAAI3"
127.0.0.1 - - [06/Dec/2017:16:29:51 +0530] "GET /api/authentication/validate HTTP/1.1" 200 15 "-" "axios/0.17.1" "AWArCdF9N+5jK5UPAAI4"
127.0.0.1 - - [06/Dec/2017:16:34:11 +0530] "GET /api/authentication/validate HTTP/1.1" 200 15 "-" "axios/0.17.1" "AWArCdF9N+5jK5UPAAI5"
127.0.0.1 - - [06/Dec/2017:16:34:19 +0530] "GET /api/authentication/validate HTTP/1.1" 200 14 "-" "axios/0.17.1" "AWArCdF9N+5jK5UPAAI6"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:35:34 +0530] "GET /js/1.ee4c5f16.chunk.js.map HTTP/1.1" 200 123805 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAI7"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:53:15 +0530] "GET / HTTP/1.1" 200 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArkMAfeyOA05XDAAAA"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:53:18 +0530] "GET /api/l10n/index?locale=en-GB&ts=2017-12-06T08%3A55%3A58%2B0000 HTTP/1.1" 200 - "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArkMAfeyOA05XDAAAB"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:53:19 +0530] "GET /api/system/status HTTP/1.1" 200 67 "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArkMAfeyOA05XDAAAC"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:53:19 +0530] "GET /api/users/current HTTP/1.1" 200 98 "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArkMAfeyOA05XDAAAD"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:53:19 +0530] "GET /api/languages/list HTTP/1.1" 200 247 "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArkMAfeyOA05XDAAAF"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:53:19 +0530] "GET /api/navigation/global HTTP/1.1" 200 575 "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArkMAfeyOA05XDAAAE"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:53:20 +0530] "GET /api/settings/values?keys=sonar.lf.aboutText HTTP/1.1" 200 15 "http://localhost:9000/about" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArkMAfeyOA05XDAAAI"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:53:25 +0530] "GET /api/components/search_projects?ps=1 HTTP/1.1" 200 203 "http://localhost:9000/about" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArkMAfeyOA05XDAAAG"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:53:26 +0530] "GET /api/navigation/global HTTP/1.1" 200 575 "http://localhost:9000/sessions/new" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArkMAfeyOA05XDAAAK"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:53:26 +0530] "GET /api/issues/search?resolved=false&facets=types&ps=1&additionalFields=_all HTTP/1.1" 200 500 "http://localhost:9000/about" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArkMAfeyOA05XDAAAH"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:53:26 +0530] "GET /api/users/identity_providers HTTP/1.1" 200 24 "http://localhost:9000/sessions/new" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArkMAfeyOA05XDAAAJ"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:53:30 +0530] "POST /api/authentication/login HTTP/1.1" 200 - "http://localhost:9000/sessions/new" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArkMAfeyOA05XDAAAL"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:53:30 +0530] "GET / HTTP/1.1" 200 - "http://localhost:9000/sessions/new" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArkMAfeyOA05XDAAAM"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:53:31 +0530] "GET /api/l10n/index?locale=en-GB&ts=2017-12-06T11%3A23%3A18%2B0000 HTTP/1.1" 304 - "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArkMAfeyOA05XDAAAN"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:53:31 +0530] "GET /api/system/status HTTP/1.1" 200 67 "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArkMAfeyOA05XDAAAO"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:53:31 +0530] "GET /api/users/current HTTP/1.1" 200 309 "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArkMAfeyOA05XDAAAP"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:53:31 +0530] "GET /api/languages/list HTTP/1.1" 200 247 "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArkMAfeyOA05XDAAAQ"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:53:31 +0530] "GET /api/navigation/global HTTP/1.1" 200 574 "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArkMAfeyOA05XDAAAR"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:53:31 +0530] "GET /api/components/search_projects?ps=50&facets=reliability_rating%2Csecurity_rating%2Csqale_rating%2Ccoverage%2Cduplicated_lines_density%2Cncloc%2Calert_status%2Clanguages%2Ctags&f=analysisDate%2CleakPeriodDate HTTP/1.1" 200 - "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArkMAfeyOA05XDAAAS"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:16:53:32 +0530] "GET /api/measures/search?projectKeys=pat3%2Cpat4%2Cpat6&metricKeys=alert_status%2Cbugs%2Creliability_rating%2Cvulnerabilities%2Csecurity_rating%2Ccode_smells%2Csqale_rating%2Cduplicated_lines_density%2Ccoverage%2Cncloc%2Cncloc_language_distribution HTTP/1.1" 200 15 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArkMAfeyOA05XDAAAT"
